Protein Type	Protein Names	File Name	Accession ID	Hit Number	Hit ID	Hit Length	Species	Query Definition	Hsp Bit Score	Hsp Score	Hsp E-value	Identity	Positives	Gaps	Hsp Qseq	Hsp Hseq	Database
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	69.7	1.00E-08	48.98	82/147	6/147	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	68.9	3.00E-08	43.71	86/167	11/167	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	68.9	3.00E-08	43.75	83/160	7/160	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	67.8	6.00E-08	45.51	84/156	13/156	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	67.8	6.00E-08	41.15	93/192	36/192	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	67	9.00E-08	42.39	90/184	32/184	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	67	1.00E-07	41.27	90/189	31/189	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	66.6	1.00E-07	45.95	82/148	5/148	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	61.6	5.00E-06	47.52	81/141	11/141	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	126	XP_056557055.1	427	Penicillium cataractarum	>XP_056557055.1 uncharacterized protein N7496_005601 [Penicillium cataractarum]	N/A	57.4	1.00E-04	38.6	105/228	60/228	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	84.7	9.00E-13	33.69	187/472	86/472	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	82	6.00E-12	34.74	185/475	127/475	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	80.9	1.00E-11	37.92	228/567	127/567	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	74.7	9.00E-10	36.5	137/326	59/326	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	72.8	4.00E-09	38.36	193/451	64/451	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	69.7	3.00E-08	36.84	192/456	66/456	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	67.4	1.00E-07	37.27	215/534	115/534	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	66.6	3.00E-07	37.59	173/399	47/399	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	60.1	2.00E-05	34.09	153/396	63/396	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	127	EHK43776.1	986	Trichoderma atroviride	>EHK43776.1 hypothetical protein TRIATDRAFT_284537 [Trichoderma atroviride	N/A	57.8	1.00E-04	29.36	235/654	145/654	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	82	1.00E-12	42.54	69/134	0/134	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	80.5	4.00E-12	42.55	70/141	3/141	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	80.1	5.00E-12	42.76	72/145	3/145	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	75.1	2.00E-10	39.69	86/194	25/194	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	75.1	2.00E-10	45.57	81/158	2/158	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	75.1	2.00E-10	45.39	78/152	13/152	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	74.7	3.00E-10	41.48	65/135	0/135	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	74.3	4.00E-10	45.34	80/161	21/161	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	73.2	9.00E-10	46.15	79/156	12/156	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	72	2.00E-09	43.05	73/151	4/151	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	71.6	3.00E-09	44.88	66/127	0/127	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	71.6	3.00E-09	44.6	70/139	0/139	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	70.9	5.00E-09	45.52	69/134	0/134	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	70.5	7.00E-09	44.85	70/136	8/136	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	70.1	9.00E-09	41.72	74/151	14/151	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	68.9	2.00E-08	44.2	72/138	4/138	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	68.2	4.00E-08	48.15	71/135	2/135	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	67.4	7.00E-08	44.83	71/145	2/145	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	67.4	7.00E-08	37.91	85/182	12/182	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	66.6	1.00E-07	40.37	77/161	16/161	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	66.6	1.00E-07	40.85	66/142	7/142	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	65.9	2.00E-07	44.88	67/127	0/127	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	64.7	4.00E-07	40.37	75/161	16/161	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	63.9	8.00E-07	36.27	80/193	48/193	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	62.8	2.00E-06	39.33	66/150	7/150	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	62.8	2.00E-06	40.76	76/157	19/157	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	62	4.00E-06	43.07	70/137	5/137	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	59.7	2.00E-05	37.66	65/154	8/154	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	58.9	4.00E-05	43.18	67/132	5/132	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	58.2	5.00E-05	44.3	77/158	16/158	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	57.8	7.00E-05	42.24	82/161	15/161	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	57	1.00E-04	45.31	65/128	1/128	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	55.5	4.00E-04	38.12	69/160	21/160	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	55.5	4.00E-04	40.76	83/184	49/184	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	55.1	5.00E-04	44.72	63/123	5/123	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	54.7	8.00E-04	36.96	80/184	38/184	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	54.3	0.001	37.64	78/178	41/178	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	53.9	0.001	38.32	75/167	27/167	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	50.8	0.01	43.15	71/146	23/146	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	50.4	0.013	39.39	78/165	23/165	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	50.1	0.02	41.04	80/173	29/173	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	128	KAI2368727.1	390	Ophidiomyces ophidiicola	>KAI2368727.1 hypothetical protein LOY89_005300 [Ophidiomyces ophidiicola]	N/A	49.3	0.034	31.89	73/185	52/185	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	83.2	1.00E-12	41.55	134/284	58/284	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	72.8	2.00E-09	39.24	136/288	70/288	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	72	5.00E-09	37.14	146/315	61/315	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	70.9	9.00E-09	40.49	127/247	18/247	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	70.1	2.00E-08	39.73	139/297	48/297	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	68.9	4.00E-08	42.91	147/296	66/296	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	67.4	1.00E-07	37.15	130/288	50/288	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	67.4	1.00E-07	38.95	131/285	55/285	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	67	1.00E-07	39.16	132/286	43/286	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	66.6	2.00E-07	38	136/300	82/300	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	66.2	2.00E-07	37.46	147/307	41/307	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	63.9	1.00E-06	39.59	141/293	43/293	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	62	6.00E-06	36.86	124/274	65/274	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	57.8	1.00E-04	38.46	96/195	42/195	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	53.1	0.003	36.89	90/206	63/206	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	53.1	0.003	47.47	56/99	Mar-99	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	53.1	0.003	41.87	102/203	23/203	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	129	KAI0893024.1	551	Annulohypoxylon nitens	>KAI0893024.1 hypothetical protein F4806DRAFT_219754 [Annulohypoxylon nitens]	N/A	52.8	0.003	38.62	114/246	21/246	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	83.2	1.00E-12	38.21	105/246	25/246	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	82.8	2.00E-12	39.53	110/253	30/253	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	82	4.00E-12	42.67	107/232	11/232	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	81.6	4.00E-12	41.98	114/243	14/243	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	78.2	5.00E-11	37.87	96/235	6/235	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	77.8	6.00E-11	38.07	87/218	14/218	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	77	1.00E-10	38.08	97/239	9/239	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	73.2	2.00E-09	38.22	80/191	3/191	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	71.6	6.00E-09	35.74	96/235	5/235	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	69.7	2.00E-08	34.67	86/225	16/225	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	68.9	4.00E-08	34.52	98/252	21/252	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	61.6	8.00E-06	33.1	103/281	57/281	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	57.4	1.00E-04	31.67	97/281	52/281	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	57.4	2.00E-04	33.59	99/262	40/262	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	130	CEL07406.1	584		>CEL07406.1 Putative von Willebrand factor and related coagulation proteins	N/A	51.2	0.01	32.27	100/282	53/282	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	82.4	2.00E-12	35.24	97/227	46/227	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	82.4	2.00E-12	39.66	108/232	19/232	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	80.5	9.00E-12	38.94	109/226	27/226	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	80.1	1.00E-11	38.77	108/227	36/227	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	78.6	4.00E-11	38.7	125/261	19/261	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	75.9	3.00E-10	31.62	90/234	61/234	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	75.5	4.00E-10	35.96	103/228	27/228	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	75.1	6.00E-10	37.68	92/207	33/207	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	74.3	8.00E-10	37.33	107/225	28/225	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	74.3	9.00E-10	41.3	107/230	18/230	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	73.6	1.00E-09	35.71	103/224	42/224	Query	Subject	Fungal
